<TICKER>;<PER>;<DATE>;<TIME>;<HIGH>;<LOW>;<CLOSE>;<VOL>
Возрожд-п;W;21/05/18;00:00;200;147.5;171.5;59050
Возрожд-п;W;28/05/18;00:00;198.5;170;189.5;15650
Возрожд-п;W;04/06/18;00:00;236;184.5;189;34700
Возрожд-п;W;11/06/18;00:00;203.5;180;201.5;9210
Возрожд-п;W;18/06/18;00:00;203;188.5;198;4130
Возрожд-п;W;25/06/18;00:00;206.5;188;193;3120
Возрожд-п;W;02/07/18;00:00;273.5;176;205;18440
Возрожд-п;W;09/07/18;00:00;285.5;193;200;6890
Возрожд-п;W;16/07/18;00:00;206.5;184.5;200;6210
Возрожд-п;W;23/07/18;00:00;197.5;183.5;196.5;2900
Возрожд-п;W;30/07/18;00:00;197;183;183;2080
Возрожд-п;W;06/08/18;00:00;194.5;174.5;189.5;8360
Возрожд-п;W;13/08/18;00:00;268.5;188.5;221;71570
Возрожд-п;W;20/08/18;00:00;234.5;208.5;215;20890
Возрожд-п;W;27/08/18;00:00;239.5;207;211;13390
Возрожд-п;W;03/09/18;00:00;222;202;212;14020
Возрожд-п;W;10/09/18;00:00;213;200.5;213;5440
Возрожд-п;W;17/09/18;00:00;226.5;210.5;221.5;12600
Возрожд-п;W;24/09/18;00:00;239;176.5;180;70070
Возрожд-п;W;01/10/18;00:00;198.5;176;181;26660
Возрожд-п;W;08/10/18;00:00;182.5;164;171;14660
Возрожд-п;W;15/10/18;00:00;174.5;161;161;13810
Возрожд-п;W;22/10/18;00:00;188;160;165;28930
Возрожд-п;W;29/10/18;00:00;175;160.5;165.5;11540
Возрожд-п;W;05/11/18;00:00;185;161.5;168;14170
Возрожд-п;W;12/11/18;00:00;172.5;161;163.5;13350
Возрожд-п;W;19/11/18;00:00;166.5;161;162;8450
Возрожд-п;W;26/11/18;00:00;165;157;161.5;27640
Возрожд-п;W;03/12/18;00:00;164.5;159.5;162;11970
Возрожд-п;W;10/12/18;00:00;164.5;159.5;161.5;4510
Возрожд-п;W;17/12/18;00:00;160.5;157.5;158.5;6380
Возрожд-п;W;24/12/18;00:00;160;154;160;13880
Возрожд-п;W;31/12/18;00:00;161;154;158;1100
Возрожд-п;W;07/01/19;00:00;174.5;157.5;168.5;6210
Возрожд-п;W;14/01/19;00:00;169.5;160;165.5;3130
Возрожд-п;W;21/01/19;00:00;168;162.5;165;8530
Возрожд-п;W;28/01/19;00:00;168;164;166.2;1220
Возрожд-п;W;04/02/19;00:00;194.4;163;179;19920
Возрожд-п;W;11/02/19;00:00;205.8;174;190.2;50750
Возрожд-п;W;18/02/19;00:00;209.8;185;202;21010
Возрожд-п;W;25/02/19;00:00;207.8;193.8;196.2;3000
Возрожд-п;W;04/03/19;00:00;209.8;187.2;200.6;6790
Возрожд-п;W;11/03/19;00:00;220;188;191.6;37290
Возрожд-п;W;18/03/19;00:00;196.2;188;188.6;3990
Возрожд-п;W;25/03/19;00:00;189.8;180;183.4;2620
Возрожд-п;W;01/04/19;00:00;197;182.2;188.2;8060
Возрожд-п;W;08/04/19;00:00;194.8;183.8;190;4220
Возрожд-п;W;15/04/19;00:00;194;187.2;191.8;1610
Возрожд-п;W;22/04/19;00:00;199.4;187.4;195.6;9080
Возрожд-п;W;29/04/19;00:00;208;171.2;198;9280
Возрожд-п;W;06/05/19;00:00;203.2;196;200.6;5690
Возрожд-п;W;13/05/19;00:00;208;187.2;202;15360
Возрожд-п;W;20/05/19;00:00;206.6;190;200.4;19330
Возрожд-п;W;27/05/19;00:00;218.8;198.4;214.8;12800
Возрожд-п;W;03/06/19;00:00;220;200.4;216.2;12180
Возрожд-п;W;10/06/19;00:00;222;203;216.8;4460
Возрожд-п;W;17/06/19;00:00;260;215;240.6;26920
Возрожд-п;W;24/06/19;00:00;242.4;211;225.6;26380
Возрожд-п;W;01/07/19;00:00;232;226.4;230.2;10800
Возрожд-п;W;08/07/19;00:00;260;218;228.2;10040
Возрожд-п;W;15/07/19;00:00;240;224;235;34150
Возрожд-п;W;22/07/19;00:00;245;230;240;18640
Возрожд-п;W;29/07/19;00:00;279;237;267.8;24970
Возрожд-п;W;05/08/19;00:00;271.4;237;260;7940
Возрожд-п;W;12/08/19;00:00;272;248.2;265;5700
Возрожд-п;W;19/08/19;00:00;268;251.4;260;5940
Возрожд-п;W;26/08/19;00:00;280.4;257;270.6;14250
Возрожд-п;W;02/09/19;00:00;274.2;250;268.6;9810
Возрожд-п;W;09/09/19;00:00;283.2;268.2;279;19230
Возрожд-п;W;16/09/19;00:00;295;275;289;10130
Возрожд-п;W;23/09/19;00:00;329.8;287.4;322.8;36430
Возрожд-п;W;30/09/19;00:00;324.4;290.2;311.6;8830
Возрожд-п;W;07/10/19;00:00;316.2;296;300;5790
Возрожд-п;W;14/10/19;00:00;312.6;282;303;7510
Возрожд-п;W;21/10/19;00:00;324.6;294.2;295.4;12810
Возрожд-п;W;28/10/19;00:00;315;292;306.4;21630
Возрожд-п;W;04/11/19;00:00;320;302;313.6;12680
Возрожд-п;W;11/11/19;00:00;330;312.4;323;16410
Возрожд-п;W;18/11/19;00:00;353;317;326.6;11400
Возрожд-п;W;25/11/19;00:00;345;317.6;337;16920
Возрожд-п;W;02/12/19;00:00;369;336.4;368;32010
Возрожд-п;W;09/12/19;00:00;370;345.8;360.2;24990
Возрожд-п;W;16/12/19;00:00;366;345.6;357.8;34410
Возрожд-п;W;23/12/19;00:00;363;343.2;346;22820
Возрожд-п;W;30/12/19;00:00;356.6;345;352.8;1770
Возрожд-п;W;06/01/20;00:00;362.8;343;348.4;11470
Возрожд-п;W;13/01/20;00:00;359;346;357;13290
Возрожд-п;W;20/01/20;00:00;369.2;352.2;364.6;14190
Возрожд-п;W;27/01/20;00:00;370;343.2;369.4;14570
Возрожд-п;W;03/02/20;00:00;371;356.8;361;15810
Возрожд-п;W;10/02/20;00:00;368;354;361.8;12590
Возрожд-п;W;17/02/20;00:00;368.2;356;359.4;3650
Возрожд-п;W;24/02/20;00:00;368.6;300;335.8;11850
Возрожд-п;W;02/03/20;00:00;354;312.2;323;8090
Возрожд-п;W;09/03/20;00:00;330;215;267.8;22530
Возрожд-п;W;16/03/20;00:00;315;242.4;273.8;46470
Возрожд-п;W;23/03/20;00:00;301;270;276.2;19280
Возрожд-п;W;30/03/20;00:00;299;272.6;292;4710
Возрожд-п;W;06/04/20;00:00;348.8;285;326;20270
Возрожд-п;W;13/04/20;00:00;340;276;306;8770
Возрожд-п;W;20/04/20;00:00;305.4;270;285.4;8600
Возрожд-п;W;27/04/20;00:00;295;283.2;289;5980
Возрожд-п;W;04/05/20;00:00;308;285;291.8;4580
Возрожд-п;W;11/05/20;00:00;295;285.4;285.4;1680
Возрожд-п;W;18/05/20;00:00;330;285;290.2;7030
Возрожд-п;W;25/05/20;00:00;312.8;286;299;6190
Возрожд-п;W;01/06/20;00:00;314;293.4;304.6;6350
Возрожд-п;W;08/06/20;00:00;335;301;301;11690
Возрожд-п;W;15/06/20;00:00;324.8;300.8;311.2;9630
Возрожд-п;W;22/06/20;00:00;325;305.4;307.2;4800
Возрожд-п;W;29/06/20;00:00;311.4;305;308;2730
Возрожд-п;W;06/07/20;00:00;325;308.8;313.2;4470
Возрожд-п;W;13/07/20;00:00;320;307.6;319.4;5290
Возрожд-п;W;20/07/20;00:00;354.4;319.8;338;20890
Возрожд-п;W;27/07/20;00:00;358;333.6;339.2;2980
Возрожд-п;W;03/08/20;00:00;350;336.8;337.2;7530
Возрожд-п;W;10/08/20;00:00;345.8;323.6;326;6110
Возрожд-п;W;17/08/20;00:00;338.8;314.2;316;13830
Возрожд-п;W;24/08/20;00:00;324.6;310;314;10410
Возрожд-п;W;31/08/20;00:00;317.2;300.8;310;3170
Возрожд-п;W;07/09/20;00:00;325;306.4;311.2;5140
Возрожд-п;W;14/09/20;00:00;321.4;305;317;4160
Возрожд-п;W;21/09/20;00:00;336.8;304.2;323.2;11140
Возрожд-п;W;28/09/20;00:00;323;304;307;6410
Возрожд-п;W;05/10/20;00:00;314;293;296;8800
Возрожд-п;W;12/10/20;00:00;310;272;290;4000
Возрожд-п;W;19/10/20;00:00;306.6;284.6;286;7330
Возрожд-п;W;26/10/20;00:00;289.8;279.6;289.6;2430
Возрожд-п;W;02/11/20;00:00;290;282.4;287.8;4460
Возрожд-п;W;09/11/20;00:00;290;284.4;287.6;10920
Возрожд-п;W;16/11/20;00:00;290;285;289.6;8390
Возрожд-п;W;23/11/20;00:00;289.6;280;284.6;15240
Возрожд-п;W;30/11/20;00:00;294;275;289.6;10980
Возрожд-п;W;07/12/20;00:00;294.8;280;283.6;16760
Возрожд-п;W;14/12/20;00:00;293.4;269;271;7730
Возрожд-п;W;21/12/20;00:00;284.2;252.2;278.2;7500
Возрожд-п;W;28/12/20;00:00;284.4;268;273.2;5360
Возрожд-п;W;04/01/21;00:00;285;273.4;276.4;4430
Возрожд-п;W;11/01/21;00:00;282.4;270;276.2;6030
Возрожд-п;W;18/01/21;00:00;282.4;273;275;5560
Возрожд-п;W;25/01/21;00:00;280;273.4;274;3010
Возрожд-п;W;01/02/21;00:00;289;271;273.8;3220
Возрожд-п;W;08/02/21;00:00;281;273.4;277;5700
Возрожд-п;W;15/02/21;00:00;379;250;349.4;226840
Возрожд-п;W;22/02/21;00:00;314.6;270;276.2;95250
Возрожд-п;W;01/03/21;00:00;278.4;264;266.4;56150
Возрожд-п;W;08/03/21;00:00;270;264;266;4620
Возрожд-п;W;15/03/21;00:00;271.4;264;267.8;5260
Возрожд-п;W;22/03/21;00:00;271.2;263.8;265;6750
Возрожд-п;W;29/03/21;00:00;271.2;265.6;267.2;5160
Возрожд-п;W;05/04/21;00:00;271;265;270.6;5080
Возрожд-п;W;12/04/21;00:00;269;260;263.8;6410
Возрожд-п;W;19/04/21;00:00;269;262.2;266.4;3330
Возрожд-п;W;26/04/21;00:00;268;250;255.8;5270
Возрожд-п;W;03/05/21;00:00;264;252.2;254.2;3270
Возрожд-п;W;10/05/21;00:00;290;252.2;260;51840
Возрожд-п;W;17/05/21;00:00;262;228.2;239.6;24240
Возрожд-п;W;24/05/21;00:00;250.8;235;240.8;4880
Возрожд-п;W;31/05/21;00:00;245;239.4;242.4;2490
Газпрнефть;W;11/01/10;00:00;172.4;165.01;166.09;5736521
Газпрнефть;W;18/01/10;00:00;177.75;154;155.35;3465975
Газпрнефть;W;25/01/10;00:00;157.95;148.5;152.95;4254139
Газпрнефть;W;01/02/10;00:00;158.29;141.49;143.7;5819864
Газпрнефть;W;08/02/10;00:00;145.9;136.2;136.25;2957817
Газпрнефть;W;15/02/10;00:00;145.3;136.04;142.57;2818276
Газпрнефть;W;22/02/10;00:00;142.65;135.25;139.72;1142888
Газпрнефть;W;01/03/10;00:00;148.99;136.37;148.66;3418258
Газпрнефть;W;08/03/10;00:00;148.7;138.62;140.41;3239681
Газпрнефть;W;15/03/10;00:00;162;139.41;159.61;11315723
Газпрнефть;W;22/03/10;00:00;162.48;151.51;156.58;4078629
Газпрнефть;W;29/03/10;00:00;164.5;150.89;162.5;5417234
Газпрнефть;W;05/04/10;00:00;168.76;160.11;167;4592651
Газпрнефть;W;12/04/10;00:00;170.95;164.16;164.65;2356610
Газпрнефть;W;19/04/10;00:00;165.1;154.51;161.74;2510137
Газпрнефть;W;26/04/10;00:00;165;156;157.6;1483412
Газпрнефть;W;03/05/10;00:00;161.2;131.7;133.13;2117007
Газпрнефть;W;10/05/10;00:00;145.73;134;137.5;4117546
Газпрнефть;W;17/05/10;00:00;138.94;121;125.03;3530366
Газпрнефть;W;24/05/10;00:00;128.43;101;119.52;12239766
Газпрнефть;W;31/05/10;00:00;126.9;115.42;120.96;7511305
Газпрнефть;W;07/06/10;00:00;118.68;113.11;115.7;9955118
Газпрнефть;W;14/06/10;00:00;130.5;115.7;129.49;7858026
Газпрнефть;W;21/06/10;00:00;132.79;122;123.65;5016130
Газпрнефть;W;28/06/10;00:00;124.73;109.19;113.47;4397048
Газпрнефть;W;05/07/10;00:00;123.4;112.85;118.52;2885246
Газпрнефть;W;12/07/10;00:00;121.9;115;116.38;2997584
Газпрнефть;W;19/07/10;00:00;122.5;115.76;121.26;2602488
Газпрнефть;W;26/07/10;00:00;125.78;120.08;123.3;5022253
Газпрнефть;W;02/08/10;00:00;130.5;124.12;126.2;3131923
Газпрнефть;W;09/08/10;00:00;128;118.3;119.69;2915448
Газпрнефть;W;16/08/10;00:00;122;116.3;116.9;2222495
Газпрнефть;W;23/08/10;00:00;117.4;113.08;116.49;2533461
Газпрнефть;W;30/08/10;00:00;118.87;114;118.38;3576654
Газпрнефть;W;06/09/10;00:00;126.5;117;123.65;6929940
Газпрнефть;W;13/09/10;00:00;125.3;117.7;117.71;4392970
Газпрнефть;W;20/09/10;00:00;121.19;117.65;118.5;3772101
Газпрнефть;W;27/09/10;00:00;119.8;116.03;118.11;5281822
Газпрнефть;W;04/10/10;00:00;121.68;118;118.4;5986580
Газпрнефть;W;11/10/10;00:00;121.48;118.24;119.77;6065347
Газпрнефть;W;18/10/10;00:00;121.11;116.17;118.39;5260397
Газпрнефть;W;25/10/10;00:00;121.21;118.22;120.9;5291452
Газпрнефть;W;01/11/10;00:00;125.15;120.5;121.08;2948864
Газпрнефть;W;08/11/10;00:00;127.9;122;124;10455191
Газпрнефть;W;15/11/10;00:00;129.6;124.3;127.02;6552931
Газпрнефть;W;22/11/10;00:00;129;124.89;125.9;2755969
Газпрнефть;W;29/11/10;00:00;133.3;123.8;130.91;6448237
Газпрнефть;W;06/12/10;00:00;134.9;130;132.1;6200622
Газпрнефть;W;13/12/10;00:00;133.3;128.01;128.2;4441520
Газпрнефть;W;20/12/10;00:00;129.5;125.28;128.42;2486903
Газпрнефть;W;27/12/10;00:00;128.88;126.94;128.03;1360079
Газпрнефть;W;10/01/11;00:00;135.59;127.4;132.95;5463498
Газпрнефть;W;17/01/11;00:00;138.53;132.36;135.33;6773089
Газпрнефть;W;24/01/11;00:00;136.44;130.27;132.85;3233263
Газпрнефть;W;31/01/11;00:00;138.39;130.4;136.72;5264038
Газпрнефть;W;07/02/11;00:00;141;134.25;135.85;4818884
Газпрнефть;W;14/02/11;00:00;142.2;135.82;141.52;3200391
Газпрнефть;W;21/02/11;00:00;157.01;141.7;153.62;8947880
Газпрнефть;W;28/02/11;00:00;158;147.51;154.03;4077498
Газпрнефть;W;07/03/11;00:00;157;143.06;144.39;3202590
Газпрнефть;W;14/03/11;00:00;149.5;135;145.33;6838500
Газпрнефть;W;21/03/11;00:00;152.79;145.19;151.5;3131910
Газпрнефть;W;28/03/11;00:00;152.77;147.12;150;4903370
Газпрнефть;W;04/04/11;00:00;152.6;146.24;147.45;3651470
Газпрнефть;W;11/04/11;00:00;148;137.11;139.3;5426830
Газпрнефть;W;18/04/11;00:00;149;135.73;148.3;5288400
Газпрнефть;W;25/04/11;00:00;150.99;136.81;137.51;5933920
Газпрнефть;W;02/05/11;00:00;137.51;126.5;132;3009180
Газпрнефть;W;09/05/11;00:00;132.23;121.97;124.16;2945950
Газпрнефть;W;16/05/11;00:00;127.75;119.02;120.36;4164010
Газпрнефть;W;23/05/11;00:00;121.77;116.51;121.75;3156190
Газпрнефть;W;30/05/11;00:00;128.8;120;124.05;3631740
Газпрнефть;W;06/06/11;00:00;129.25;124.01;128.33;2513750
Газпрнефть;W;13/06/11;00:00;129.6;119.9;123;5533170
Газпрнефть;W;20/06/11;00:00;126.8;121.01;125.53;2985280
Газпрнефть;W;27/06/11;00:00;132.81;123.5;132;3898010
Газпрнефть;W;04/07/11;00:00;135.55;130;134.96;2405180
Газпрнефть;W;11/07/11;00:00;139.9;129.19;137.76;3270640
Газпрнефть;W;18/07/11;00:00;139.63;121.8;138.01;3606440
Газпрнефть;W;25/07/11;00:00;141.87;136.34;139.39;1968390
Газпрнефть;W;01/08/11;00:00;141.99;119.25;124.06;4199190
Газпрнефть;W;08/08/11;00:00;124.98;113;124.03;5200900
Газпрнефть;W;15/08/11;00:00;129.5;118;119.72;4165150
Газпрнефть;W;22/08/11;00:00;123.94;118.23;121.2;3005830
Газпрнефть;W;29/08/11;00:00;129;122.38;127.3;1831370
Газпрнефть;W;05/09/11;00:00;130.1;121.51;124.6;1788390
Газпрнефть;W;12/09/11;00:00;128.98;121.18;125.39;2589890
Газпрнефть;W;19/09/11;00:00;125.9;107.5;111.61;3113260
Газпрнефть;W;26/09/11;00:00;117;107.65;112.95;2831300
Газпрнефть;W;03/10/11;00:00;112.95;106.05;109.83;2836080
Газпрнефть;W;10/10/11;00:00;116.02;109.64;115.9;3607780
Газпрнефть;W;17/10/11;00:00;127.99;113;127.75;3727110
Газпрнефть;W;24/10/11;00:00;131.39;125.5;127.37;3077320
Газпрнефть;W;31/10/11;00:00;128.47;122.22;127.55;1698340
Газпрнефть;W;07/11/11;00:00;135.75;125.7;133.96;5073380
Газпрнефть;W;14/11/11;00:00;138.28;128.68;132.85;1848010
Газпрнефть;W;21/11/11;00:00;142.46;129.01;135.93;2334720
Газпрнефть;W;28/11/11;00:00;142.45;135.99;139.55;2319550
Газпрнефть;W;05/12/11;00:00;141;132.2;137.93;2443300
Газпрнефть;W;12/12/11;00:00;145;130.1;138.28;1978610
Газпрнефть;W;19/12/11;00:00;145.75;136.36;145.39;2056420
Газпрнефть;W;26/12/11;00:00;150.5;140.1;147.88;2829120
Газпрнефть;W;02/01/12;00:00;152.99;147.49;149;376830
Газпрнефть;W;09/01/12;00:00;157.5;145.5;146.18;1205230
Газпрнефть;W;16/01/12;00:00;153;144.1;150.6;1598250
Газпрнефть;W;23/01/12;00:00;169.39;147.57;150.77;1321820
Газпрнефть;W;30/01/12;00:00;150.97;147.1;149.3;1162160
Газпрнефть;W;06/02/12;00:00;152.65;145;152.15;3597200
Газпрнефть;W;13/02/12;00:00;155;149.9;154.5;1715900
Газпрнефть;W;20/02/12;00:00;156;150.01;155.13;1406890
Газпрнефть;W;27/02/12;00:00;157.22;153.11;156.45;3224970
Газпрнефть;W;05/03/12;00:00;162.63;152.54;162.1;1497050
Газпрнефть;W;12/03/12;00:00;162.45;150.06;151.19;5196730
Газпрнефть;W;19/03/12;00:00;159.09;149.1;151.8;3220070
Газпрнефть;W;26/03/12;00:00;156.9;150.83;155.78;1889480
Газпрнефть;W;02/04/12;00:00;157.79;153.19;153.81;1021940
Газпрнефть;W;09/04/12;00:00;159.98;152.01;154.19;1711280
Газпрнефть;W;16/04/12;00:00;161;153.5;157.7;2861250
Газпрнефть;W;23/04/12;00:00;160.89;133.93;140.76;5411110
Газпрнефть;W;30/04/12;00:00;144.5;130.01;131.76;1667340
Газпрнефть;W;07/05/12;00:00;137.99;128;135.55;959790
Газпрнефть;W;14/05/12;00:00;137.87;127.5;130;3369290
Газпрнефть;W;21/05/12;00:00;134.05;119.2;130.5;2552040
Газпрнефть;W;28/05/12;00:00;134.77;127.89;128.29;1641640
Газпрнефть;W;04/06/12;00:00;165;125.29;136.41;3456820
Газпрнефть;W;11/06/12;00:00;146.74;136.78;145.43;1365360
Газпрнефть;W;18/06/12;00:00;150;136.45;140.71;2550640
Газпрнефть;W;25/06/12;00:00;148.9;139.04;147.62;2496570
Газпрнефть;W;02/07/12;00:00;153.49;145.91;151.72;1757530
Газпрнефть;W;09/07/12;00:00;156.14;147.68;152.19;1828360
Газпрнефть;W;16/07/12;00:00;156.3;150.52;153.05;878620
Газпрнефть;W;23/07/12;00:00;154.96;145;154.45;1287210
Газпрнефть;W;30/07/12;00:00;158.5;150;154.68;1482390
Газпрнефть;W;06/08/12;00:00;157.43;153.21;155.67;1136610
Газпрнефть;W;13/08/12;00:00;156.68;147.81;148.55;1300750
Газпрнефть;W;20/08/12;00:00;153.6;148;149.77;947830
Газпрнефть;W;27/08/12;00:00;151.89;146.27;151.24;988020
Газпрнефть;W;03/09/12;00:00;177.25;148.14;155.88;1121970
Газпрнефть;W;10/09/12;00:00;156.92;151.24;156.22;1685840
Газпрнефть;W;17/09/12;00:00;162.3;149.49;153.31;1267270
Газпрнефть;W;24/09/12;00:00;153.31;147.81;152.67;1007620
Газпрнефть;W;01/10/12;00:00;156.42;151.67;154.91;723250
Газпрнефть;W;08/10/12;00:00;156;145.26;154.5;569230
Газпрнефть;W;15/10/12;00:00;159.9;152.73;156.12;855500
Газпрнефть;W;22/10/12;00:00;158.11;153.03;154.5;626520
Газпрнефть;W;29/10/12;00:00;158;148.6;156.74;900580
Газпрнефть;W;05/11/12;00:00;158;147.01;147.13;662590
Газпрнефть;W;12/11/12;00:00;173.58;141.51;143.75;1703000
Газпрнефть;W;19/11/12;00:00;145.8;140.94;141.36;1000160
Газпрнефть;W;26/11/12;00:00;158.92;137.51;140.71;698750
Газпрнефть;W;03/12/12;00:00;144.44;138.51;142.59;1041840
Газпрнефть;W;10/12/12;00:00;149.39;141.5;148.61;1000760
Газпрнефть;W;17/12/12;00:00;149.76;142.9;143.43;1720600
Газпрнефть;W;24/12/12;00:00;144.3;141.17;142.5;2672240
Газпрнефть;W;07/01/13;00:00;147.5;141.71;143.6;838190
Газпрнефть;W;14/01/13;00:00;144.29;142.13;142.85;1253770
Газпрнефть;W;21/01/13;00:00;147.44;141.02;145.39;1381670
Газпрнефть;W;28/01/13;00:00;146.88;143.97;146.1;1499520
Газпрнефть;W;04/02/13;00:00;146.67;141.37;143.17;954050
Газпрнефть;W;11/02/13;00:00;145.44;142.1;144;1086120
Газпрнефть;W;18/02/13;00:00;146.32;140.85;142;1779940
Газпрнефть;W;25/02/13;00:00;143.87;136.5;136.5;1236270
Газпрнефть;W;04/03/13;00:00;140;134.7;139.5;802090
Газпрнефть;W;11/03/13;00:00;141.8;139.01;140.26;1296670
Газпрнефть;W;18/03/13;00:00;140.99;135.14;136.17;950240
Газпрнефть;W;25/03/13;00:00;137.37;129.98;131.65;1263000
Газпрнефть;W;01/04/13;00:00;132.99;128.3;130.13;721060
Газпрнефть;W;08/04/13;00:00;134.75;127.5;127.63;618810
Газпрнефть;W;15/04/13;00:00;136;121.01;133.9;3031640
Газпрнефть;W;22/04/13;00:00;137.07;120.84;125.65;3303140
Газпрнефть;W;29/04/13;00:00;129.9;122.25;129.5;670570
Газпрнефть;W;06/05/13;00:00;134.41;127.01;130.72;533890
Газпрнефть;W;13/05/13;00:00;132.01;126.25;128.1;582460
Газпрнефть;W;20/05/13;00:00;128.88;125.31;125.45;443810
Газпрнефть;W;27/05/13;00:00;126.95;121;121.64;535450
Газпрнефть;W;03/06/13;00:00;127;111;123.15;636770
Газпрнефть;W;10/06/13;00:00;125.02;110.22;112.54;2921160
Газпрнефть;W;17/06/13;00:00;119;110.52;114.98;2822330
Газпрнефть;W;24/06/13;00:00;119.97;114.07;117.5;1807220
Газпрнефть;W;01/07/13;00:00;119.4;117.09;117.88;927890
Газпрнефть;W;08/07/13;00:00;119.1;115.01;118.74;1025600
Газпрнефть;W;15/07/13;00:00;129.2;117.2;124.3;2843370
Газпрнефть;W;22/07/13;00:00;126.95;117.11;118.61;1709510
Газпрнефть;W;29/07/13;00:00;121.95;117.53;119.37;1518430
Газпрнефть;W;05/08/13;00:00;121.09;116.5;120.77;1553610
Газпрнефть;W;12/08/13;00:00;127.5;120.1;124.43;2216360
Газпрнефть;W;19/08/13;00:00;133.4;122.14;132.24;2655420
Газпрнефть;W;26/08/13;00:00;136.6;127.86;135.57;2611530
Газпрнефть;W;02/09/13;00:00;144;133;141.54;1567960
Газпрнефть;W;09/09/13;00:00;145;139.9;142.38;1645620
Газпрнефть;W;16/09/13;00:00;144.89;139.1;139.61;1271210
Газпрнефть;W;23/09/13;00:00;142.68;136.7;142.01;1806010
Газпрнефть;W;30/09/13;00:00;144.75;141.24;144;2174590
Газпрнефть;W;07/10/13;00:00;159.4;143.22;147.07;1990690
Газпрнефть;W;14/10/13;00:00;150.06;146.24;147.44;1444230
Газпрнефть;W;21/10/13;00:00;148.13;143.7;145.37;1496190
Газпрнефть;W;28/10/13;00:00;147.38;143.98;145.93;966400
Газпрнефть;W;04/11/13;00:00;148.9;144.02;148.25;1389950
Газпрнефть;W;11/11/13;00:00;149.98;146.28;148.74;976850
Газпрнефть;W;18/11/13;00:00;151.74;146.79;148.63;1065870
Газпрнефть;W;25/11/13;00:00;149.13;147.25;148.26;1360680
Газпрнефть;W;02/12/13;00:00;150.99;147.12;148.39;1167030
Газпрнефть;W;09/12/13;00:00;148.45;143;143.24;1025110
Газпрнефть;W;16/12/13;00:00;147.42;136.07;145.8;1581250
Газпрнефть;W;23/12/13;00:00;149.9;144.26;147.36;1634610
Газпрнефть;W;30/12/13;00:00;148;146.77;147.61;156250
Газпрнефть;W;06/01/14;00:00;148.71;146.4;146.78;447140
Газпрнефть;W;13/01/14;00:00;148.15;146.13;146.45;504590
Газпрнефть;W;20/01/14;00:00;149.14;145.88;146.93;713310
Газпрнефть;W;27/01/14;00:00;147.38;140.03;141.37;1121550
Газпрнефть;W;03/02/14;00:00;144.25;136.19;143.91;1765830
Газпрнефть;W;10/02/14;00:00;148.48;143.6;146.6;2068780
Газпрнефть;W;17/02/14;00:00;148.21;144.76;146.81;1840410
Газпрнефть;W;24/02/14;00:00;148.19;141;142.73;829130
Газпрнефть;W;03/03/14;00:00;142.5;128.5;140.54;1964900
Газпрнефть;W;10/03/14;00:00;145;132.07;134.18;2455340
Газпрнефть;W;17/03/14;00:00;138.8;132.9;133.58;1436200
Газпрнефть;W;24/03/14;00:00;145.21;133.92;145.14;2735410
Газпрнефть;W;31/03/14;00:00;147.77;139.73;142.48;537950
Газпрнефть;W;07/04/14;00:00;145;136.11;142.85;636280
Газпрнефть;W;14/04/14;00:00;145.02;140.2;141.34;1203400
Газпрнефть;W;21/04/14;00:00;143.47;135;135.39;599710
Газпрнефть;W;28/04/14;00:00;141.68;133.04;138.81;1320170
Газпрнефть;W;05/05/14;00:00;141.1;132.31;140.19;952310
Газпрнефть;W;12/05/14;00:00;143;139.6;141.5;879210
Газпрнефть;W;19/05/14;00:00;143.96;140;140.15;955110
Газпрнефть;W;26/05/14;00:00;141.49;139;140.24;856660
Газпрнефть;W;02/06/14;00:00;151.5;139.85;148.47;1745250
Газпрнефть;W;09/06/14;00:00;154.99;145.53;152.5;402080
Газпрнефть;W;16/06/14;00:00;157.5;148.21;150.61;1340000
Газпрнефть;W;23/06/14;00:00;152.99;146.02;147.75;665300
Газпрнефть;W;30/06/14;00:00;152.5;147.98;148.85;744010
Газпрнефть;W;07/07/14;00:00;152.8;142.51;144.5;761890
Газпрнефть;W;14/07/14;00:00;145.28;138.14;139.7;598330
Газпрнефть;W;21/07/14;00:00;140.58;134.37;135;822570
Газпрнефть;W;28/07/14;00:00;135.58;131.15;133.11;700600
Газпрнефть;W;04/08/14;00:00;133.97;128.05;129.99;901980
Газпрнефть;W;11/08/14;00:00;141.47;130;140.73;1485520
Газпрнефть;W;18/08/14;00:00;148.99;140.21;146.46;821840
Газпрнефть;W;25/08/14;00:00;149.17;139.66;141.45;389940
Газпрнефть;W;01/09/14;00:00;147.99;140;147;888470
Газпрнефть;W;08/09/14;00:00;148;142.71;147.18;1335710
Газпрнефть;W;15/09/14;00:00;147.25;140.73;140.73;1091900
Газпрнефть;W;22/09/14;00:00;142.51;140.61;141.4;505600
Газпрнефть;W;29/09/14;00:00;146.5;140.7;145.3;861220
Газпрнефть;W;06/10/14;00:00;149;144.1;145.1;538250
Газпрнефть;W;13/10/14;00:00;150;142.6;146;1478480
Газпрнефть;W;20/10/14;00:00;147.1;143.1;146;1374670
Газпрнефть;W;27/10/14;00:00;153;146.1;151.7;1840840
Газпрнефть;W;03/11/14;00:00;155.5;150.5;152.2;910310
Газпрнефть;W;10/11/14;00:00;157.9;150.6;152.5;797980
Газпрнефть;W;17/11/14;00:00;161;152.2;157;840060
